sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
古亭,臺北市,26,,良好,0.4,0.34,12.9,3.5,11,7,11.6,20.1,8.4,1,142,"2024-06-27 09:00",,0.2,8,16,0,121.529556,25.020608,14
萬華,臺北市,24,,良好,0.5,0.42,12.9,4.6,18,8,11.9,21.1,9.2,1.1,65,"2024-06-27 09:00",,0.2,7.5,17,0,121.507972,25.046503,13
中山,臺北市,31,,良好,0.7,0.78,9.9,3.3,27,11,18.5,38.5,20,1.2,307,"2024-06-27 09:00",,0.3,9.4,22,0,121.526528,25.062361,12
士林,臺北市,27,,良好,0.8,0.24,17.6,7.2,18,10,8.5,14.1,5.5,1.5,186,"2024-06-27 09:00",,0.1,8.4,17,0,121.51666356,25.10334003,11
淡水,新北市,23,,良好,1.8,0.21,18.7,8.3,15,10,7.4,11.3,3.8,0.7,220,"2024-06-27 09:00",,0.1,7.2,16,1,121.449239,25.1645,10
林口,新北市,25,,良好,0.6,0.17,13.6,7.9,9,4,9,18.4,9.3,2.4,35,"2024-06-27 09:00",,0.2,7.8,15,0,121.36548982,25.07798949,9
菜寮,新北市,23,,良好,0.8,0.52,15,5.6,20,7,12.3,21,8.7,1.8,158,"2024-06-27 09:00",,0.3,7,17,1,121.481028,25.06895,8
新莊,新北市,32,,良好,0.3,0.38,15.4,4.0,21,5,7.5,14.9,7.3,1.4,37,"2024-06-27 09:00",,0.3,10,29,0,121.4325,25.037972,7
板橋,新北市,27,,良好,0.7,0.51,12.2,3.6,17,4,12.9,23.4,10.5,1.6,161,"2024-06-27 09:00",,0.3,8.2,20,0,121.458667,25.012972,6
土城,新北市,37,,良好,0.8,0.43,17.3,4.4,22,11,12.5,21.1,8.6,1.2,98,"2024-06-27 09:00",,0.3,11.5,27,1,121.451861,24.982528,5
新店,新北市,33,,良好,0.3,0.33,14.1,6.0,21,8,9.1,15.3,6.1,1.3,353,"2024-06-27 09:00",,0.2,10.2,21,1,121.537778,24.977222,4
萬里,新北市,10,,良好,1.1,0.13,18.2,8.4,13,0,4.6,8,3.3,1.4,49,"2024-06-27 09:00",,0.1,2.5,10,1,121.689881,25.179667,3
汐止,新北市,27,,良好,1,0.22,13.8,3.4,10,6,10.6,19.6,9,1.8,21,"2024-06-27 09:00",,0.2,8.2,19,1,121.64081,25.06624,2
基隆,基隆市,16,,良好,2.1,0.15,18.9,5.4,7,0,3.7,6.7,2.9,1.4,88,"2024-06-27 09:00",,0.2,4.7,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,15,,良好,0.3,0.02,18.3,16,10,3,0.8,1.6,0.7,3,119,"2024-06-27 08:00",,0,,5,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,10,,良好,0.3,0.19,13.8,8.4,10,3,4.6,8.9,4.2,1.2,70,"2024-06-27 08:00",,0.1,2.1,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,31,,良好,0.3,0.38,6.3,4.5,26,11,14.4,27,12.6,0.1,152,"2024-06-27 08:00",,0.2,9.5,27,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,28,,良好,,,17.3,13.6,19,9,,,,1.5,117,"2024-06-27 08:00",,0,8.5,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,30,,良好,1,0.25,9.3,5.2,30,15,14.7,23.7,9,0.2,60,"2024-06-27 08:00",,0.2,9.1,23,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,27,,良好,2.4,0.2,18.8,11.1,26,12,9,12.8,3.8,1.3,291,"2024-06-27 08:00",,0.1,8.4,22,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,24,,良好,1.5,0.33,16.5,8.3,22,10,8.2,13.6,5.3,0.6,305,"2024-06-27 08:00",,0.1,7.4,18,2,120.56373,23.96117,201
大城,彰化縣,23,,良好,1.7,0.12,16.1,15.2,35,12,7.1,11.6,4.5,1.1,115,"2024-06-27 08:00",,0,6.2,23,1,120.26964167,23.85493056,85
富貴角,新北市,14,,良好,0.3,0.08,15.9,14.8,12,0,1.4,2.6,1.1,0.4,294,"2024-06-27 08:00",,0,4.2,12,0,121.53656894,25.29681695,84
麥寮,雲林縣,20,,良好,2.1,0.21,19,11.8,22,8,8.9,13.1,4.2,1.3,8,"2024-06-27 08:00",,0.1,5.4,20,1,120.251825,23.753506,83
關山,臺東縣,14,,良好,0.3,0.08,7.3,5.1,18,1,1.8,4.6,2.8,1.1,239,"2024-06-27 08:00",,0,1.7,14,0,121.161933,23.045083,80
馬公,澎湖縣,24,,良好,0.9,0.14,22,26.7,9,4,6.1,8.8,2.7,1.6,280,"2024-06-27 08:00",,0.1,3.3,6,1,119.566158,23.569031,78
金門,金門縣,19,,良好,0.8,0.12,8.4,3.0,14,7,8.8,20,11.1,1.6,268,"2024-06-27 08:00",,0.1,6,15,0,118.312256,24.432133,77
馬祖,連江縣,40,,良好,1.7,0.56,19.7,24.6,33,20,10.3,12.8,2.5,1.4,255,"2024-06-27 08:00",,0.2,12.4,20,0,119.93149378,26.15188416,75
埔里,南投縣,33,,良好,1.2,0.2,6.5,3.7,22,14,2.1,7.6,5.4,1.1,67,"2024-06-27 08:00",,0.1,10.1,19,1,120.967903,23.968842,72
復興,高雄市,29,,良好,1.6,0.65,15.1,17.5,22,12,15.9,23.5,7.6,0.7,275,"2024-06-27 08:00",,0.2,9,16,1,120.312017,22.608711,71
永和,新北市,33,,良好,1.3,1.17,3.8,3.8,18,10,9.1,35,25.9,1.1,64,"2024-06-27 08:00",,0.3,10.1,18,1,121.516306,25.017,70
竹山,南投縣,25,,良好,0.6,0.11,10.5,4.8,28,8,2.8,5.5,2.7,0.8,296,"2024-06-27 08:00",,0.1,7.7,24,0,120.677306,23.756389,69
中壢,桃園市,33,,良好,2.3,1.96,3,3.6,23,6,20.4,86.4,66,0.3,278,"2024-06-27 08:00",,0.7,9.9,22,1,121.221667,24.953278,68
三重,新北市,27,,良好,0.7,1.01,3.7,2.5,20,9,14.3,66.1,51.8,-,-,"2024-06-27 08:00",,0.5,8.4,19,1,121.493806,25.072611,67
冬山,宜蘭縣,23,,良好,0.8,0.35,6,3.3,24,6,6.5,14.2,7.7,1.2,74,"2024-06-27 08:00",,0.2,6.9,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,16,,良好,0.3,0.15,9.5,5.4,15,6,2.6,4.9,2.3,1.1,173,"2024-06-27 08:00",,0.1,4.1,16,0,121.746394,24.747917,65
陽明,臺北市,9,,良好,0.8,0.08,11.8,9.5,8,0,0.7,1.4,0.7,1.7,350,"2024-06-27 08:00",,0,1.2,9,0,121.529583,25.182722,64
花蓮,花蓮縣,11,,良好,0.5,0.14,7.5,5.0,10,0,1.2,3.4,2.1,1.7,194,"2024-06-27 08:00",,0.1,2.4,11,0,121.599769,23.971306,63
臺東,臺東縣,6,,良好,0.8,0.17,5.7,7.7,9,0,2.6,5.9,3.3,0.2,320,"2024-06-27 08:00",,0,0.1,6,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,0.4,0.08,12.7,11.0,7,3,1,1.6,0.6,3.9,50,"2024-06-27 08:00",,0,3.7,8,0,120.788928,21.958069,61
潮州,屏東縣,29,,良好,1.2,0.15,21,13.0,26,11,4.7,7.2,2.5,1,295,"2024-06-27 08:00",,0.1,8.9,23,1,120.561175,22.523108,60
屏東,屏東縣,31,,良好,1.2,0.29,17.7,14.8,33,10,7.2,10.5,3.3,1,334,"2024-06-27 08:00",,0.1,9.6,25,1,120.488033,22.673081,59
小港,高雄市,31,,良好,3,0.31,13.8,9.0,23,13,15.4,22.9,7.4,1.2,257,"2024-06-27 08:00",,0.1,9.5,18,2,120.337736,22.565833,58
前鎮,高雄市,29,,良好,1.7,0.35,18,18.4,21,11,12.2,18.4,6.1,0.6,186,"2024-06-27 08:00",,0.1,9,20,1,120.30833356,22.6044507,57
前金,高雄市,28,,良好,1.8,0.3,20.1,16.9,25,8,11.3,15.9,4.5,0.8,217,"2024-06-27 08:00",,0.1,8.6,22,1,120.28676111,22.63390278,56
左營,高雄市,43,,良好,2.1,0.25,23.2,13.2,29,13,12,15.9,3.9,1.5,319,"2024-06-27 08:00",,0.2,13.1,26,1,120.292917,22.674861,54
楠梓,高雄市,34,,良好,1.2,0.27,22.4,16.1,28,15,9.5,13.6,4.1,0.2,336,"2024-06-27 08:00",,0.1,10.5,21,0,120.328289,22.733667,53
林園,高雄市,38,,良好,2.3,0.21,23.7,17.2,29,16,7.3,9.6,2.3,1.7,185,"2024-06-27 08:00",,0.1,11.6,27,1,120.41175,22.4795,52
大寮,高雄市,42,,良好,4.6,0.28,15,12.3,32,12,12,16.6,4.6,0.6,119,"2024-06-27 08:00",,0.1,12.9,29,4,120.425311,22.56413611,51
鳳山,高雄市,22,,良好,2,0.5,19,15.9,29,9,12,16.6,4.5,0.3,197,"2024-06-27 08:00",,0.2,5.1,22,1,120.357422,22.628126,50
仁武,高雄市,37,,良好,2.1,0.28,22.3,18.1,26,14,14.1,18.9,4.8,0.6,220,"2024-06-27 08:00",,0.2,11.4,20,2,120.332631,22.689056,49
橋頭,高雄市,36,,良好,2.2,0.24,19.8,14.6,24,10,9,12.6,3.6,1.3,342,"2024-06-27 08:00",,0.2,11,21,1,120.305689,22.757506,48
美濃,高雄市,26,,良好,0.5,0.24,18.4,13.2,23,7,4.2,6.4,2.2,1,220,"2024-06-27 08:00",,0.1,8,22,0,120.530542,22.883583,47
臺南,臺南市,39,,良好,1.5,0.27,28.6,16.1,31,23,7.9,10.3,2.3,0.9,352,"2024-06-27 08:00",,0.1,11.9,22,0,120.21947897,22.98928311,46
安南,臺南市,31,,良好,1.1,0.31,17.6,10.1,19,8,9.4,13.9,4.4,1,353,"2024-06-27 08:00",,0.2,9.5,21,1,120.2175,23.048197,45
善化,臺南市,24,,良好,0.7,0.13,12.8,4.6,18,9,,,,1,96,"2024-06-27 08:00",,0.1,7.4,18,0,120.29740529,23.11337642,44
新營,臺南市,34,,良好,1.5,0.36,15,7.1,22,12,12.1,18.7,6.5,0.5,348,"2024-06-27 08:00",,0.2,10.4,24,1,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,1.1,0.27,19.4,9.3,21,5,6.3,8.4,2,1.1,84,"2024-06-27 08:00",,0.1,7.4,22,1,120.44125148,23.46477865,42
臺西,雲林縣,31,,良好,1.6,0.2,14.8,13.1,30,9,8.9,14.7,5.7,1,228,"2024-06-27 08:00",,0.1,9.5,24,2,120.19933333,23.702175,41
朴子,嘉義縣,32,,良好,1.5,0.39,15.1,6.9,22,14,9.6,14.9,5.3,0.8,346,"2024-06-27 08:00",,0.2,10,24,1,120.2478,23.46538,40
新港,嘉義縣,43,,良好,2.1,0.19,15.9,8.8,35,13,7.5,12.8,5.3,1.1,337,"2024-06-27 08:00",,0.2,13.2,35,2,120.345531,23.554839,39
崙背,雲林縣,37,,良好,1.4,0.22,10.9,6,43,17,9.1,16.9,7.7,0.4,121,"2024-06-27 08:00",,0.1,11.4,36,0,120.348742,23.757547,38
斗六,雲林縣,24,,良好,1.2,0.22,17.3,7.8,22,9,4.6,8.8,4.2,0.8,181,"2024-06-27 08:00",,0.1,6.7,24,1,120.544994,23.711853,37
南投,南投縣,18,,良好,0.4,0.12,12.4,7.0,15,3,2.5,4.1,1.6,1.1,118,"2024-06-27 08:00",,0.1,5.3,18,0,120.685306,23.913,36
二林,彰化縣,43,,良好,1.9,0.14,15.4,6.6,22,12,3.9,6.7,2.7,1.4,131,"2024-06-27 08:00",,0.1,13.3,28,0,120.409653,23.925175,35
線西,彰化縣,26,,良好,0.5,0.19,13.5,8.6,91,11,4.4,8,3.6,0.4,157,"2024-06-27 08:00",,0.1,5.7,26,1,120.469061,24.131672,34
彰化,彰化縣,15,,良好,0.6,0.17,16.5,11.8,19,0,4,6.6,2.6,1.3,183,"2024-06-27 08:00",,0.1,1.7,15,1,120.541519,24.066,33
西屯,臺中市,23,,良好,0.9,0.21,13.2,7.0,15,9,9.1,16.9,7.7,0.9,161,"2024-06-27 08:00",,0.1,7,15,1,120.616917,24.162197,32
忠明,臺中市,14,,良好,1.5,0.31,14.1,9.9,12,6,8,13.1,5.1,0.7,187,"2024-06-27 08:00",,0.1,4.4,12,1,120.641092,24.151958,31
大里,臺中市,12,,良好,1.4,0.27,13.8,9.6,10,6,6.4,10.6,4.2,1.2,261,"2024-06-27 08:00",,0.1,3.6,10,1,120.67844444,24.09961111,30
沙鹿,臺中市,23,,良好,1.1,0.3,14.4,10.3,18,8,14.7,23,8.2,1.2,338,"2024-06-27 08:00",,0.2,6.6,12,0,120.568794,24.225628,29
豐原,臺中市,11,,良好,0.4,0.16,12.9,9.6,11,3,4.4,9,4.6,0.9,63,"2024-06-27 08:00",,0.1,1.6,11,1,120.74252414,24.25699731,28
三義,苗栗縣,11,,良好,0.9,0.13,16.3,7.2,5,2,1.4,4,2.6,0.7,41,"2024-06-27 08:00",,0.1,2.5,11,0,120.75956754,24.38248443,27
苗栗,苗栗縣,10,,良好,0.9,0.17,11.8,9.5,12,0,4.6,7.7,3.1,1.1,109,"2024-06-27 08:00",,0,2.6,10,1,120.82011468,24.56499183,26
頭份,苗栗縣,22,,良好,1.2,0.23,11.7,9,18,6,6.2,12.5,6.3,1.1,76,"2024-06-27 08:00",,0.1,6.9,19,1,120.89869286,24.69690679,25
新竹,新竹市,15,,良好,0.7,0.27,6,7.1,16,3,9.6,19.5,9.9,1.5,56,"2024-06-27 08:00",,0.1,4.7,14,0,120.97236752,24.8056356,24
竹東,新竹縣,19,,良好,1,0.17,9,8.0,18,6,3.3,6.3,2.9,0.2,131,"2024-06-27 08:00",,0.1,5.7,19,0,121.08895493,24.74091408,23
湖口,新竹縣,26,,良好,1.1,0.22,10.1,3.8,10,5,8.4,18.1,9.7,2.3,54,"2024-06-27 08:00",,0.2,8,13,1,121.03886894,24.90009696,22
龍潭,桃園市,20,,良好,0.1,0.21,6.2,5.1,19,5,5.5,17.4,11.8,1.2,115,"2024-06-27 08:00",,0.1,5.9,20,0,121.21645772,24.86400048,21
平鎮,桃園市,19,,良好,1.1,0.36,9.2,6.0,19,4,8.8,18.1,9.3,1.8,87,"2024-06-27 08:00",,0.2,5.7,18,0,121.203986,24.952786,20
觀音,桃園市,34,,良好,1.5,0.2,10.9,4.8,16,11,9.8,18.6,8.8,2.2,93,"2024-06-27 08:00",,0.2,10.4,19,0,121.08283092,25.03556747,19
大園,桃園市,22,,良好,1.9,0.25,11,5.4,24,6,13.6,23.9,10.3,2.4,97,"2024-06-27 08:00",,0.3,6.8,19,1,121.20251473,25.06100357,18
桃園,桃園市,35,,良好,4,0.59,11.7,3.9,23,11,16.9,29.3,12.3,1.4,69,"2024-06-27 08:00",,0.3,10.8,26,2,121.30500531,24.9947107,17
大同,臺北市,39,,良好,1.3,1.18,3.2,2.2,26,10,14.9,62.6,47.6,-,-,"2024-06-27 08:00",,0.7,12.1,24,1,121.51342074,25.06331455,16
松山,臺北市,17,,良好,0.3,0.33,9.1,3.3,15,2,8.7,17.8,9,0.9,319,"2024-06-27 08:00",,0.2,5,17,1,121.578611,25.05,15
古亭,臺北市,25,,良好,0.5,0.32,5.7,2.3,15,12,7.7,17.2,9.4,0.6,23,"2024-06-27 08:00",,0.2,7.6,18,0,121.529556,25.020608,14
萬華,臺北市,26,,良好,0.2,0.34,7.1,3.6,18,8,7.9,17.2,9.3,1.2,230,"2024-06-27 08:00",,0.2,8,17,0,121.507972,25.046503,13
中山,臺北市,31,,良好,0.5,0.59,4.4,2.3,23,8,11.3,29.5,18.2,1,6,"2024-06-27 08:00",,0.2,9.6,20,0,121.526528,25.062361,12
士林,臺北市,25,,良好,0.9,0.25,9.3,5.6,19,5,7.6,14.5,6.8,0.8,255,"2024-06-27 08:00",,0.1,7.7,17,0,121.51666356,25.10334003,11
淡水,新北市,21,,良好,1.9,0.22,10.7,6.5,18,7,6.8,12.1,5.2,1.7,200,"2024-06-27 08:00",,0.1,6.6,17,1,121.449239,25.1645,10
林口,新北市,27,,良好,0.3,0.33,7.9,7.4,17,9,13.3,28,14.7,2.1,127,"2024-06-27 08:00",,0.2,8.4,16,0,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.6,0.42,7.5,4.1,16,7,8.7,17.8,9,1.3,133,"2024-06-27 08:00",,0.2,7.4,18,1,121.481028,25.06895,8
新莊,新北市,37,,良好,0.2,0.33,8.3,2.4,32,7,6.9,14.6,7.7,1.1,104,"2024-06-27 08:00",,0.3,11.3,31,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.8,0.44,4.9,2.3,19,4,10.7,23.5,12.8,0.5,128,"2024-06-27 08:00",,0.3,9.2,21,0,121.458667,25.012972,6
土城,新北市,36,,良好,0.8,0.55,7.8,2.5,28,12,15.5,38.2,22.6,0.3,61,"2024-06-27 08:00",,0.3,11,28,1,121.451861,24.982528,5
新店,新北市,37,,良好,0.3,0.29,6.8,4.7,18,10,4.3,11.2,6.9,2,176,"2024-06-27 08:00",,0.1,11.5,21,1,121.537778,24.977222,4
萬里,新北市,10,,良好,1.2,0.13,8.1,7.0,8,1,1.9,5.2,3.3,0.5,102,"2024-06-27 08:00",,0.1,3,10,1,121.689881,25.179667,3
汐止,新北市,29,,良好,1,0.39,5.4,1.8,21,11,11.1,31.3,20.2,1.2,94,"2024-06-27 08:00",,0.2,8.8,21,1,121.64081,25.06624,2
基隆,基隆市,18,,良好,1.5,0.29,11.5,3.5,18,5,7.7,14.2,6.4,0.8,242,"2024-06-27 08:00",,0.2,5.5,17,1,121.760056,25.129167,1
屏東(枋山),屏東縣,14,,良好,0.1,0.02,17.5,15.7,7,2,0.7,1.2,0.5,3.5,101,"2024-06-27 07:00",,0,,4,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,10,,良好,0.4,0.15,8.5,7.7,12,5,6.7,11.7,5,1.2,59,"2024-06-27 07:00",,0.1,2,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,31,,良好,0.2,0.23,3.2,4.2,29,7,6.5,19.2,12.7,0,82,"2024-06-27 07:00",,0.2,9.4,27,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,28,,良好,0.9,0.08,20.9,13.0,18,14,4.2,4.9,0.7,0.8,50,"2024-06-27 07:00",,0,8.5,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,27,,良好,0.8,0.2,3.4,5.7,24,6,5.7,11.7,5.9,0.2,141,"2024-06-27 07:00",,0.2,8.2,21,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,25,,良好,2.6,0.22,6.9,10.9,29,5,12.8,19.6,6.8,1,93,"2024-06-27 07:00",,0.1,7.7,20,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,23,,良好,1.4,0.25,9.9,7.8,21,8,7.3,11.4,4,0.5,21,"2024-06-27 07:00",,0.1,7,17,2,120.56373,23.96117,201
大城,彰化縣,21,,良好,1.4,0.11,6.6,16.8,29,7,7.2,12.3,5.1,0.5,91,"2024-06-27 07:00",,0,5.2,21,1,120.26964167,23.85493056,85
富貴角,新北市,16,,良好,0.2,0.06,12.8,14.5,11,2,0.6,1,0.3,0,81,"2024-06-27 07:00",,0,5,12,0,121.53656894,25.29681695,84
麥寮,雲林縣,20,,良好,1.6,0.22,6.3,12.2,27,6,8.7,15.7,6.9,0.6,266,"2024-06-27 07:00",,0.1,4.4,20,1,120.251825,23.753506,83
關山,臺東縣,13,,良好,0.2,0.07,6.2,4.8,15,2,1.8,3.6,1.7,0.6,171,"2024-06-27 07:00",,0,1.8,13,0,121.161933,23.045083,80
馬公,澎湖縣,26,,良好,0.8,0.18,19,28.2,8,2,9.8,12.4,2.5,1.5,120,"2024-06-27 07:00",,0.1,2.8,6,1,119.566158,23.569031,78
金門,金門縣,19,,良好,1.1,0.15,2.2,2.5,25,10,9.8,25,15.2,1.4,260,"2024-06-27 07:00",,0.1,5.7,15,0,118.312256,24.432133,77
馬祖,連江縣,33,,良好,0.7,0.46,28.6,27.6,23,19,3.9,5,1,0.4,257,"2024-06-27 07:00",,0.1,10.3,17,0,119.93149378,26.15188416,75
埔里,南投縣,32,,良好,1.3,0.16,4.6,3.7,18,9,1.6,5.3,3.7,0.7,326,"2024-06-27 07:00",,0.1,9.8,18,1,120.967903,23.968842,72
復興,高雄市,27,,良好,1,0.39,11,19.0,21,10,13.8,18.3,4.4,1,132,"2024-06-27 07:00",,0.2,8.2,15,1,120.312017,22.608711,71
永和,新北市,32,,良好,1.2,0.43,2.8,4.0,21,9,5.2,15.7,10.5,1.2,90,"2024-06-27 07:00",,0.2,9.9,18,1,121.516306,25.017,70
竹山,南投縣,24,,良好,0.6,0.12,4.7,4.3,27,8,3.3,6.4,3,0.8,208,"2024-06-27 07:00",,0.1,7.4,23,0,120.677306,23.756389,69
中壢,桃園市,33,,良好,1.8,1.2,2,4.4,26,8,10.2,73.9,63.7,0.3,233,"2024-06-27 07:00",,0.5,10.2,22,1,121.221667,24.953278,68
三重,新北市,29,,良好,0.6,0.64,2.5,2.2,21,6,8.7,49,40.3,-,-,"2024-06-27 07:00",,0.4,9,19,1,121.493806,25.072611,67
冬山,宜蘭縣,23,,良好,0.5,0.25,2.3,3.2,21,8,5,12.7,7.6,1.8,328,"2024-06-27 07:00",,0.1,7.2,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,16,,良好,0.3,0.15,6.3,5.0,19,4,3.1,5.4,2.2,0.9,171,"2024-06-27 07:00",,0.1,3.6,16,0,121.746394,24.747917,65
陽明,臺北市,11,,良好,0.8,0.08,10.1,10,8,0,0.7,1.4,0.7,2.8,360,"2024-06-27 07:00",,0,1.7,11,0,121.529583,25.182722,64
花蓮,花蓮縣,11,,良好,0.3,0.11,5.4,4.7,12,1,0.9,2.3,1.3,2.2,220,"2024-06-27 07:00",,0,2.7,11,0,121.599769,23.971306,63
臺東,臺東縣,7,,良好,0.7,0.09,6,8.1,6,0,2.3,4,1.7,0.2,306,"2024-06-27 07:00",,0,0.1,5,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,0.4,0.08,11.2,10.6,15,5,1,1.7,0.7,3.1,39,"2024-06-27 07:00",,0,3.7,8,0,120.788928,21.958069,61
潮州,屏東縣,28,,良好,0.7,0.18,8,12.4,26,7,5.5,8.8,3.3,0.7,124,"2024-06-27 07:00",,0.1,8.5,23,1,120.561175,22.523108,60
屏東,屏東縣,31,,良好,1,0.21,8.7,16.1,31,10,6.9,9.3,2.3,1.2,6,"2024-06-27 07:00",,0.1,9.4,24,1,120.488033,22.673081,59
小港,高雄市,27,,良好,2.6,0.22,10.7,10.2,20,13,12.5,16.9,4.4,0.9,82,"2024-06-27 07:00",,0.1,8.2,17,2,120.337736,22.565833,58
前鎮,高雄市,30,,良好,1.4,0.32,11.6,19.7,28,10,13.6,18.8,5.2,0.5,316,"2024-06-27 07:00",,0.1,9.3,20,1,120.30833356,22.6044507,57
前金,高雄市,28,,良好,1.5,0.22,14,17.8,21,8,9,11.7,2.6,1.3,354,"2024-06-27 07:00",,0.1,8.6,21,1,120.28676111,22.63390278,56
左營,高雄市,43,,良好,1.8,0.26,11.5,13.7,37,14,15.1,20.5,5.3,1.6,25,"2024-06-27 07:00",,0.1,13.1,25,1,120.292917,22.674861,54
楠梓,高雄市,32,,良好,0.8,0.27,8.6,16.6,20,11,13.8,20.6,6.8,0.2,46,"2024-06-27 07:00",,0.1,10,19,0,120.328289,22.733667,53
林園,高雄市,35,,良好,1,0.21,12.6,18.1,33,17,6.9,8.8,1.9,0.9,37,"2024-06-27 07:00",,0.1,10.8,27,1,120.41175,22.4795,52
大寮,高雄市,41,,良好,1.6,0.22,9.2,13.7,41,19,11.2,14.3,3,0.6,18,"2024-06-27 07:00",,0.1,12.7,27,4,120.425311,22.56413611,51
鳳山,高雄市,21,,良好,1.1,0.29,11.7,16.8,30,8,9.6,11.8,2.1,0.5,108,"2024-06-27 07:00",,0.2,4.4,21,1,120.357422,22.628126,50
仁武,高雄市,35,,良好,1.9,0.23,15,18.5,21,11,11.9,14.9,2.9,0.6,355,"2024-06-27 07:00",,0.1,10.8,20,2,120.332631,22.689056,49
橋頭,高雄市,36,,良好,1.6,0.2,9.5,15.1,21,11,10,13.4,3.4,0.9,88,"2024-06-27 07:00",,0.1,11,19,1,120.305689,22.757506,48
美濃,高雄市,27,,良好,0.3,0.19,11.9,12.4,25,5,3.6,5.3,1.6,0.5,162,"2024-06-27 07:00",,0.1,8.3,21,0,120.530542,22.883583,47
臺南,臺南市,31,,良好,1.1,0.18,18.9,15.3,23,10,8.1,10.3,2.1,1.3,144,"2024-06-27 07:00",,0.1,9.5,19,0,120.21947897,22.98928311,46
安南,臺南市,32,,良好,0.8,0.23,12.5,10.2,22,10,9.9,13.4,3.4,0.6,103,"2024-06-27 07:00",,0.2,10,21,1,120.2175,23.048197,45
善化,臺南市,23,,良好,0.6,0.1,5.1,3.9,21,5,,,,0.6,223,"2024-06-27 07:00",,0.1,7,18,0,120.29740529,23.11337642,44
新營,臺南市,31,,良好,0.6,0.26,6.9,6.4,28,9,8,12.8,4.8,0.3,299,"2024-06-27 07:00",,0.2,9.7,23,0,120.31725,23.305633,43
嘉義,嘉義市,25,,良好,1.1,0.2,8.4,8.4,21,6,5.4,6.9,1.4,0.8,92,"2024-06-27 07:00",,0.1,7.6,22,1,120.44125148,23.46477865,42
臺西,雲林縣,32,,良好,1,0.21,5.1,14.6,28,15,8.7,15.9,7.1,0.8,283,"2024-06-27 07:00",,0.1,9.8,23,2,120.19933333,23.702175,41
朴子,嘉義縣,31,,良好,0.9,0.35,6.4,6.5,23,7,9.2,14.7,5.5,0.3,223,"2024-06-27 07:00",,0.2,9.6,24,1,120.2478,23.46538,40
新港,嘉義縣,43,,良好,1.8,0.24,9.5,9.2,48,16,9.9,21.1,11.2,1.2,239,"2024-06-27 07:00",,0.2,13.2,35,2,120.345531,23.554839,39
崙背,雲林縣,34,,良好,1.3,0.21,4.7,6.7,47,16,8.2,14.7,6.5,0.5,269,"2024-06-27 07:00",,0.1,10.4,33,0,120.348742,23.757547,38
斗六,雲林縣,24,,良好,1,0.15,6.6,7.0,26,7,5.3,10.3,5,0.6,98,"2024-06-27 07:00",,0.1,6.2,24,1,120.544994,23.711853,37
南投,南投縣,18,,良好,0.3,0.12,6.8,6.5,18,7,3.3,5.5,2.2,0.7,108,"2024-06-27 07:00",,0.1,5.5,18,0,120.685306,23.913,36
二林,彰化縣,45,,良好,1.9,0.15,6.9,6.6,27,13,5.9,11.9,6,0.4,14,"2024-06-27 07:00",,0.1,13.8,31,0,120.409653,23.925175,35
線西,彰化縣,16,,良好,0.4,0.16,7.2,9.0,15,7,5.2,8.9,3.7,0.3,79,"2024-06-27 07:00",,0.1,4.9,14,1,120.469061,24.131672,34
彰化,彰化縣,14,,良好,0.6,0.14,10.7,11.6,13,2,4.3,6,1.7,1.2,21,"2024-06-27 07:00",,0.1,2.3,14,1,120.541519,24.066,33
西屯,臺中市,21,,良好,0.9,0.15,7.7,6.5,15,9,6.7,12.1,5.4,0.4,22,"2024-06-27 07:00",,0.1,6.6,15,1,120.616917,24.162197,32
忠明,臺中市,14,,良好,1.3,0.2,7.6,9.2,16,3,5.3,8.6,3.3,0.3,265,"2024-06-27 07:00",,0.1,4.3,12,0,120.641092,24.151958,31
大里,臺中市,11,,良好,1.1,0.21,7.5,9.4,14,4,4.4,7.5,3.1,1.5,99,"2024-06-27 07:00",,0.1,3.3,10,1,120.67844444,24.09961111,30
